,CNTSCHID,CNTSTUID,SUBNATIO,ST004D01T,AGE,PARED,HISEI,IMMIG,DURECEC,REPEAT,SCCHANGE,STUBMI,ESCS,ICTHOME,ICTSCH,CULTPOSS,DISCLIMA,EMOSUPS,BEINGBULLIED,PERCOMP,BODYIMA,W_FSTUWT,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE
0,3200001.0,3200083.0,320200,1.0,16.08,6.0,26.62,1.0,1.0,1.0,,,-2.3931,,,-0.6264,-2.7124,-0.6576,,,,87.06638,261.72,227.348,280.388,373.19,303.223,236.894,346.3,287.591,297.405,420.319,370.694,352.782,354.818,399.441,386.57,408.005,411.916,470.093,403.45,395.227,362.115,386.66,361.476,340.834,333.47,369.345,446.323,345.57,387.426
1,3200001.0,3200164.0,320200,2.0,16.08,10.0,22.57,3.0,1.0,1.0,,,-1.9488,,,0.0304,-1.0454,,,,,128.30684,337.012,397.271,332.039,389.015,288.414,227.188,331.632,361.77,361.186,426.296,436.851,424.454,420.41,436.405,432.759,433.994,440.991,426.23,430.545,486.81,481.359,459.667,574.695,541.125,436.858,422.669,428.442,433.609,501.862
2,3200001.0,3201133.0,320200,1.0,15.58,12.0,51.01,1.0,3.0,0.0,,,-0.7797,,,-0.9795,0.0444,,,,,87.06638,344.593,416.75,428.633,422.268,306.145,351.718,425.983,310.057,412.613,390.83,343.128,394.442,358.185,363.679,381.972,407.779,384.064,336.189,388.458,346.635,371.325,428.804,436.787,431.976,411.51,394.511,363.953,301.07,404.598
3,3200001.0,3201511.0,320200,1.0,15.25,12.0,30.78,1.0,2.0,0.0,,,-1.9261,,,-2.2054,-0.4652,-0.6576,1.4812,-1.0299,,87.06638,217.466,291.742,335.309,320.327,264.101,254.469,253.578,258.737,242.431,303.786,266.363,300.466,284.468,249.243,243.765,381.817,280.121,308.733,316.715,313.662,280.828,244.513,222.501,230.27,316.224,300.154,365.413,313.375,329.205
4,3200001.0,3202432.0,320200,1.0,15.42,10.0,36.35,,3.0,1.0,,,-2.0159,,,-1.2131,-2.7124,-1.8598,,,,94.26165,302.359,265.408,377.859,292.343,414.416,323.819,288.865,265.409,321.542,374.687,335.58,296.243,308.461,347.554,357.284,306.961,311.053,289.807,312.04,384.322,257.172,209.654,278.724,342.303,368.155,178.668,301.385,244.313,233.357
5,3200001.0,3203374.0,320200,1.0,15.67,12.0,30.34,1.0,2.0,0.0,,,-1.1825,,,-1.1809,0.7998,,,,,87.06638,329.333,301.66,370.124,414.798,332.28,348.709,381.769,343.666,381.808,374.344,336.28,393.053,372.911,392.513,354.42,395.142,387.214,408.641,388.113,404.337,425.897,347.832,403.391,451.877,427.848,461.654,398.154,402.915,370.874
6,3200001.0,3203473.0,320200,1.0,16.0,10.0,68.7,1.0,3.0,0.0,,,-1.1385,,,0.1095,-0.4186,,,,,87.06638,431.822,462.83,504.024,454.904,457.336,466.686,414.62,497.428,377.625,559.106,566.962,538.434,603.551,556.977,513.709,540.823,575.199,602.259,508.912,554.046,565.733,491.558,544.968,522.169,544.179,546.211,543.829,571.996,501.664
7,3200001.0,3204244.0,320200,1.0,15.92,12.0,51.5,1.0,1.0,0.0,,,-1.0037,,,0.0304,2.0345,,,,,87.06638,277.454,337.363,242.344,301.564,278.615,316.919,342.789,315.142,332.022,407.416,445.354,452.862,390.753,392.656,403.28,443.545,417.049,419.237,458.363,435.981,403.822,366.999,436.437,425.016,353.01,374.972,381.666,385.479,409.841
8,3200001.0,3204844.0,320200,2.0,15.5,10.0,22.57,3.0,1.0,0.0,,,-2.3486,,,-0.3,-0.0424,,,,,92.5746,310.468,301.204,334.413,388.144,364.545,401.486,312.618,288.534,300.359,340.214,378.358,421.591,345.275,403.078,389.1,407.919,354.716,393.717,414.951,327.551,326.334,356.108,357.001,296.174,363.333,349.476,307.38,346.458,295.579
9,3200001.0,3205582.0,320200,2.0,15.58,10.0,22.57,1.0,3.0,0.0,,,-1.2797,,,2.0481,-0.9514,-1.5824,0.7703,-0.6142,,92.5746,480.608,528.474,419.243,495.624,513.596,462.04,502.938,427.645,478.355,479.911,541.247,541.365,459.106,485.551,551.474,512.48,559.021,574.3,544.883,553.03,560.928,558.821,538.716,497.158,581.37,558.563,535.167,571.145,577.168
10,3200001.0,3205914.0,320200,1.0,15.83,12.0,22.57,1.0,2.0,0.0,,,-1.7706,,,-0.152,1.3671,1.0346,,0.0866,,87.06638,346.276,331.631,293.127,345.259,316.93,291.823,329.268,351.352,368.078,348.179,356.487,303.691,341.01,380.79,345.718,368.698,418.472,354.859,378.585,363.596,390.357,259.604,370.03,339.966,312.569,310.068,290.545,352.511,336.59
11,3200001.0,3206243.0,320200,1.0,15.58,10.0,14.21,1.0,2.0,0.0,,,-2.2682,,,0.0628,1.3671,0.6402,-0.7823,-0.6142,,87.06638,293.689,335.133,332.507,369.16,310.493,353.266,298.02,332.004,342.068,426.914,409.481,446.035,409.237,440.714,428.261,449.103,460.732,445.792,436.251,332.895,408.517,344.551,313.087,345.663,362.2,330.358,326.878,353.257,354.092
12,3200001.0,3206820.0,320200,2.0,15.5,14.5,48.13,1.0,,1.0,,,-0.386,,,-1.701,0.2108,,,,,128.30684,306.084,355.051,387.783,342.039,384.161,378.679,330.459,338.677,356.464,493.437,464.844,525.682,518.62,500.451,523.847,489.867,509.623,540.237,542.975,472.416,418.572,510.702,470.195,505.696,499.771,448.7,429.525,546.253,475.394
13,3200001.0,3206962.0,320200,2.0,16.0,14.5,16.38,1.0,2.0,0.0,,,-1.0887,,,2.0481,1.0294,1.0346,0.2907,0.027,,92.5746,330.612,340.054,389.666,368.708,400.796,347.776,377.028,328.526,383.349,442.347,453.718,456.78,507.959,389.537,476.522,483.403,532.464,475.36,449.989,452.508,384.714,426.117,518.416,364.019,430.766,442.427,528.424,456.75,395.509
14,3200001.0,3206991.0,320200,2.0,15.58,6.0,16.38,,2.0,0.0,,,-2.6891,,,0.1095,-0.3697,,,,,92.5746,314.762,321.209,323.682,306.224,285.462,356.571,273.241,327.656,298.993,277.232,310.405,281.645,303.783,262.407,273.517,272.83,261.177,333.93,241.958,224.516,311.741,304.572,251.129,291.472,282.551,245.309,263.63,335.787,278.03
15,3200001.0,3208944.0,320200,2.0,15.58,12.0,17.0,,3.0,0.0,,,-1.6123,,,-0.9513,0.9134,,,,,92.5746,408.819,407.339,375.62,354.432,385.77,434.503,426.797,407.45,370.784,442.461,401.138,456.126,430.578,440.224,391.992,473.519,469.265,392.245,440.075,368.345,387.071,360.162,419.701,423.483,408.293,434.416,454.408,391.904,346.122
16,3200001.0,3210234.0,320200,1.0,15.5,10.0,28.84,3.0,3.0,0.0,,,-2.0744,,,-0.1094,-0.3231,1.0346,1.0457,-0.6142,,87.06638,376.873,377.517,337.063,372.13,407.466,392.09,340.345,440.021,447.388,338.035,315.219,394.529,376.449,441.48,379.655,361.375,402.395,400.057,348.49,342.835,338.78,360.985,370.172,358.415,358.496,343.873,340.707,413.232,342.188
17,3200001.0,3210519.0,320200,2.0,15.33,14.5,16.38,3.0,1.0,0.0,,,-1.0327,,,-0.2591,-0.2846,,,,,92.5746,314.949,355.492,306.841,450.889,415.689,437.088,340.407,406.002,369.308,370.729,453.464,372.781,347.925,422.358,345.412,399.736,346.494,388.263,392.664,421.413,439.7,367.059,447.342,410.432,377.158,432.078,362.774,403.206,348.854
18,3200001.0,3210544.0,320200,1.0,15.92,12.0,24.98,1.0,3.0,1.0,,,-1.1574,,,0.4644,0.5079,,,,,94.26165,281.646,317.306,342.552,321.832,238.116,240.479,269.024,272.22,324.695,334.513,335.796,338.968,369.684,375.669,308.175,319.496,342.082,346.194,352.739,329.862,277.029,288.943,359.786,316.761,309.904,294.488,263.996,281.937,281.491
19,3200001.0,3210694.0,320200,1.0,15.67,6.0,22.57,1.0,3.0,0.0,,,-2.2806,,,-1.701,-2.0663,0.5029,,0.027,,87.06638,294.295,312.473,321.48,378.262,285.61,304.91,305.574,355.854,327.73,468.235,433.991,396.566,443.105,430.576,463.901,436.089,443.865,394.374,425.899,436.626,387.563,273.927,365.249,414.013,476.624,342.574,388.68,320.884,371.668
20,3200001.0,3211193.0,320200,1.0,15.75,12.0,43.19,1.0,2.0,0.0,,,-0.9259,,,0.1095,-1.5582,,,,,94.26165,253.359,213.074,309.71,343.0,328.117,441.568,307.408,349.534,318.821,394.465,383.041,386.995,310.597,394.127,372.75,422.435,406.628,437.585,420.18,310.953,313.77,332.256,319.401,425.457,328.879,338.994,371.128,326.319,322.516
21,3200001.0,3213049.0,320200,1.0,16.08,12.0,32.5,3.0,2.0,1.0,,,-1.373,,,-0.6234,-0.6646,1.0346,0.1462,-0.6142,,87.06638,315.183,256.501,285.951,380.827,314.085,359.204,345.462,290.234,296.554,417.346,416.901,444.93,413.728,431.968,391.789,387.469,447.445,450.913,438.235,379.486,331.816,351.096,354.251,341.464,329.915,346.927,359.331,374.124,341.752
22,3200001.0,3213726.0,320200,2.0,15.25,6.0,23.57,2.0,1.0,0.0,,,-2.5207,,,-0.1817,-1.0109,-0.6576,-0.7823,0.6912,,92.5746,329.712,339.449,434.396,425.885,411.498,352.101,447.289,377.183,322.615,509.046,482.236,461.201,439.526,443.813,435.958,459.289,430.649,489.481,447.439,456.278,421.543,342.183,437.39,432.932,365.464,344.47,467.617,402.272,452.811
23,3200001.0,3213736.0,320200,1.0,15.33,14.5,35.34,1.0,3.0,0.0,,,-0.9622,,,-1.701,-1.7926,-2.4468,3.8591,0.9636,,87.06638,449.909,395.897,340.489,362.374,444.118,397.958,399.681,381.596,389.338,430.871,444.089,433.364,453.925,478.014,459.485,431.248,452.142,444.029,493.177,338.877,353.393,324.851,349.07,370.982,421.634,408.315,334.457,410.485,429.656
24,3200002.0,3200018.0,320300,2.0,15.67,6.0,18.07,1.0,1.0,0.0,,,-2.2444,,,-1.2696,-0.0424,,,,,7.73951,336.572,339.755,409.467,296.21,359.87,426.729,371.413,354.56,328.835,510.431,438.831,410.117,449.851,391.235,422.271,490.821,384.431,408.181,394.575,439.128,342.306,433.463,475.222,363.603,433.72,433.277,367.092,385.772,404.061
25,3200002.0,3201044.0,320300,1.0,15.42,17.0,77.1,1.0,2.0,0.0,,,0.6009,,,2.0481,0.871,,,,,7.95411,511.497,447.001,493.769,447.694,431.307,475.053,421.68,457.397,469.969,534.043,604.245,605.52,572.905,513.951,504.675,612.798,529.728,518.928,634.385,539.883,588.092,582.673,511.101,513.637,516.831,601.025,496.446,510.016,568.207
26,3200002.0,3201081.0,320300,2.0,16.0,17.0,26.85,1.0,,0.0,,,-0.3527,,,-0.4992,-1.0838,1.0346,-0.7823,1.4734,,7.73951,481.491,468.285,434.106,416.767,526.995,458.102,424.891,402.418,409.718,467.141,413.568,489.054,525.051,439.754,478.688,463.021,515.531,445.407,491.772,443.144,457.29,467.929,539.342,467.142,443.647,498.531,490.386,431.622,453.576
27,3200002.0,3201821.0,320300,1.0,16.08,10.0,51.5,1.0,4.0,0.0,,,-1.3205,,,-2.2054,-1.0195,-0.6576,,0.6912,,7.95411,412.868,366.064,380.785,385.087,396.977,369.759,414.911,412.353,361.072,446.855,455.216,414.744,426.689,439.794,427.515,368.829,440.654,437.267,419.87,342.337,361.908,288.692,368.101,458.062,352.563,296.63,472.221,371.989,338.889
28,3200002.0,3202265.0,320300,1.0,15.5,14.5,76.65,1.0,2.0,0.0,,,-0.2719,,,-1.1809,0.3264,,,,,7.95411,305.902,368.49,406.385,382.122,355.184,430.526,371.52,322.937,346.039,389.56,407.884,378.208,390.677,398.849,430.402,460.414,376.244,432.069,391.386,404.248,389.301,400.311,467.745,494.125,488.747,436.697,420.78,466.346,399.114
29,3200002.0,3202368.0,320300,1.0,15.75,14.5,66.42,1.0,3.0,0.0,,,-0.2317,,,-0.9795,-0.1693,,,,,7.95411,469.734,450.533,421.728,471.278,387.847,385.972,358.213,395.484,404.99,406.063,418.893,446.708,439.0,446.599,419.902,397.551,418.762,442.925,388.887,377.213,435.671,385.715,474.217,436.655,436.632,380.782,368.578,455.626,397.759
30,3200002.0,3202535.0,320300,2.0,15.58,17.0,86.72,1.0,2.0,0.0,,,0.8785,,,0.2993,0.6019,,,,,7.73951,407.044,407.556,488.876,439.384,426.257,462.136,407.134,418.239,465.019,516.149,426.741,441.873,467.558,469.818,399.809,468.418,317.308,413.952,451.532,460.901,415.831,454.947,576.681,447.648,393.68,382.124,413.525,407.04,589.677
31,3200002.0,3202921.0,320300,2.0,15.42,17.0,78.17,1.0,2.0,0.0,,,0.4705,,,-0.4962,0.0523,,,,,7.73951,515.525,521.845,441.472,524.182,494.848,555.518,492.16,499.228,503.276,621.656,624.754,655.226,538.482,651.684,648.205,625.798,594.234,587.469,542.052,598.49,552.085,639.643,571.103,612.129,613.242,591.161,564.18,590.216,566.502
32,3200002.0,3203716.0,320300,2.0,15.42,,17.0,1.0,,0.0,,,-0.3368,,,0.2993,-0.2412,,,,,7.73951,361.274,365.677,437.441,394.528,422.161,429.89,420.26,438.017,356.796,447.871,421.445,402.931,392.474,441.825,413.733,438.572,454.781,426.034,407.0,410.739,344.906,306.344,422.785,442.724,365.792,378.941,412.025,364.506,358.411
33,3200002.0,3204213.0,320300,1.0,15.42,17.0,78.69,1.0,3.0,0.0,,,0.7459,,,,-0.1693,,,,,7.95411,368.244,399.896,383.525,356.026,387.231,376.283,334.86,413.01,468.903,420.575,486.489,425.742,454.117,392.171,457.02,441.88,460.094,421.688,467.876,413.394,439.42,463.441,420.643,365.117,426.964,399.381,403.135,384.787,393.699
34,3200002.0,3204399.0,320300,1.0,15.25,17.0,71.39,1.0,1.0,1.0,,,-0.1031,,,-2.2054,-1.1043,,,,,9.01926,278.123,243.675,351.644,258.09,345.371,277.276,344.564,360.246,366.948,314.817,336.49,271.408,341.117,300.219,314.344,335.027,339.989,297.698,314.721,289.165,202.817,296.78,285.936,231.442,263.656,297.232,243.102,261.34,318.926
35,3200002.0,3204475.0,320300,1.0,15.75,12.0,25.2,1.0,0.0,0.0,,,-1.7501,,,-1.1809,0.3022,0.6364,0.7703,-1.2276,,7.95411,371.82,357.728,497.913,425.023,389.654,383.568,377.734,369.871,415.49,422.466,414.314,343.429,402.955,392.291,392.065,466.909,364.125,372.538,376.022,443.397,426.202,404.12,455.056,439.094,440.191,470.386,311.648,340.614,412.263
36,3200002.0,3204836.0,320300,1.0,15.75,17.0,75.43,1.0,3.0,0.0,,,0.2586,,,-1.1809,0.6429,-0.6576,,-0.6142,,7.95411,289.197,318.36,323.841,311.655,335.698,254.303,345.469,286.281,268.408,418.113,450.483,388.028,422.946,433.09,437.336,388.054,461.175,449.657,460.719,424.071,393.021,341.515,454.238,443.247,441.415,314.094,462.481,404.483,414.181
37,3200002.0,3206265.0,320300,1.0,16.17,17.0,68.54,1.0,2.0,0.0,,,0.5967,,,0.0304,-0.5547,,,,,7.95411,241.928,272.371,281.932,298.155,304.915,328.015,275.745,318.833,355.501,385.28,313.592,381.216,400.502,292.174,387.447,287.557,326.696,335.57,337.585,299.863,247.676,276.781,312.601,321.63,245.886,335.592,347.118,315.732,285.105
38,3200002.0,3206664.0,320300,2.0,15.75,12.0,35.34,1.0,2.0,0.0,,,-0.7351,,,0.5848,2.0345,-0.6576,-0.7823,0.2865,,9.01926,291.913,244.948,300.722,300.477,257.851,351.13,306.987,341.431,308.983,347.276,312.764,274.882,278.309,310.71,300.154,341.372,299.37,284.806,350.498,332.909,225.617,160.631,273.514,253.622,257.389,386.473,296.238,243.087,289.51
39,3200002.0,3207290.0,320300,1.0,15.33,10.0,25.95,,1.0,0.0,,,-2.2636,,,0.6838,-0.6741,1.0346,0.1462,-0.4686,,9.01926,346.322,280.026,381.459,330.201,317.794,367.886,282.548,403.948,387.605,371.041,403.909,368.224,424.796,453.817,378.677,432.513,390.809,435.366,386.894,480.356,416.741,392.917,519.86,465.339,421.017,385.427,459.873,469.803,420.137
40,3200002.0,3207590.0,320300,2.0,15.42,17.0,,1.0,1.0,0.0,,,-2.1715,,,-0.9513,0.6499,,,,,7.73951,413.076,386.32,477.351,375.101,352.92,431.649,441.523,412.108,378.315,455.615,469.47,447.511,440.449,451.28,389.875,424.363,478.152,431.354,405.971,369.801,422.604,362.553,487.475,437.923,431.269,379.3,415.756,465.925,427.205
41,3200002.0,3207640.0,320300,2.0,15.5,12.0,44.94,1.0,,1.0,,,-1.6552,,,-0.9513,-0.6495,,,0.8147,,9.01926,513.158,525.035,482.616,460.511,462.366,514.13,390.48,425.887,489.215,427.885,451.941,417.169,476.51,418.925,413.459,425.505,433.147,440.341,407.395,364.803,440.706,469.771,447.542,427.074,398.614,469.143,373.823,461.78,451.771
42,3200002.0,3207854.0,320300,1.0,15.75,17.0,68.7,1.0,2.0,0.0,,,-0.0073,,,-0.6234,-0.2225,-0.6576,1.7926,0.0646,,7.95411,529.739,530.891,516.046,532.224,518.261,519.968,493.561,510.916,510.078,592.572,556.966,543.372,555.401,551.397,548.474,583.998,589.428,604.189,535.199,512.918,550.542,517.258,654.753,541.823,551.487,574.201,578.98,551.777,621.941
43,3200002.0,3208132.0,320300,1.0,15.5,14.5,,1.0,2.0,0.0,,,-0.3233,,,-0.428,-0.582,-1.4886,,-0.4895,,7.95411,402.431,362.648,342.361,371.445,340.947,446.508,353.659,362.953,380.385,375.68,413.92,350.812,361.692,414.239,415.978,382.681,395.857,399.363,393.755,299.705,431.711,311.965,333.75,355.697,362.936,428.286,369.097,389.153,329.939
44,3200002.0,3208412.0,320300,1.0,15.58,12.0,35.34,1.0,3.0,0.0,,,-0.9415,,,-1.1809,0.6019,-1.0657,-0.7823,-1.36,,7.95411,453.708,339.014,395.636,428.035,420.759,454.881,487.51,436.031,477.86,437.548,437.196,375.281,377.222,420.803,474.995,405.096,425.411,404.703,365.635,450.592,462.272,362.068,391.012,375.611,452.626,444.916,403.67,382.761,414.038
45,3200002.0,3209036.0,320300,1.0,15.33,12.0,35.34,1.0,2.0,0.0,,,-1.2717,,,-1.217,-1.4132,-0.6576,-0.7823,-0.6142,,7.95411,334.481,375.26,347.825,348.757,338.135,331.037,295.993,369.511,384.043,479.811,457.685,462.177,487.457,496.628,521.639,425.181,437.374,427.606,492.962,499.679,461.034,327.277,464.379,444.833,386.481,445.11,372.165,411.331,397.309
46,3200002.0,3209943.0,320300,1.0,16.17,10.0,35.34,1.0,1.0,0.0,,,-1.8876,,,-1.1809,-1.1305,,,,,7.95411,418.969,393.637,458.846,462.909,418.664,432.892,503.739,399.687,319.661,474.017,496.579,525.229,521.328,514.673,495.419,519.338,529.827,477.132,485.584,434.321,460.967,406.7,433.502,465.263,419.565,465.439,433.912,434.761,413.553
47,3200002.0,3210257.0,320300,1.0,16.0,14.5,71.39,1.0,1.0,0.0,,,0.3426,,,-0.152,-0.8051,1.0346,-0.7823,1.2186,,7.95411,389.755,447.833,426.1,481.969,507.102,478.912,431.888,392.775,470.081,522.442,511.38,494.86,474.328,548.709,534.39,507.62,529.354,549.355,498.033,532.443,451.873,454.857,503.394,372.894,515.929,406.443,441.615,488.676,460.663
48,3200002.0,3210548.0,320300,1.0,15.75,17.0,51.5,1.0,3.0,0.0,,,0.1471,,,-1.701,0.8946,,,,,7.95411,376.549,431.24,489.874,421.355,397.538,368.486,407.255,336.583,477.908,527.655,573.256,557.358,608.76,508.529,535.803,536.336,538.656,542.549,531.012,468.566,473.72,434.756,513.721,449.062,458.252,467.861,457.82,410.308,458.165
49,3200002.0,3210575.0,320300,2.0,15.58,6.0,28.84,1.0,1.0,0.0,,,-2.5457,,,-1.217,-0.6495,,,,,7.73951,449.622,490.447,420.15,455.461,507.656,482.095,517.906,479.86,439.326,492.918,518.73,564.849,505.866,485.005,498.586,505.149,556.269,502.73,512.344,549.366,555.807,564.759,514.391,499.581,582.32,602.187,454.353,543.23,476.817
50,3200002.0,3212955.0,320300,2.0,16.08,17.0,68.7,1.0,1.0,0.0,,,0.5251,,,-0.1094,-0.3031,,,,,7.73951,374.956,387.992,412.08,440.478,387.595,469.268,457.916,415.288,451.93,389.005,441.805,423.334,409.606,444.606,438.034,442.024,421.339,395.399,408.935,421.788,492.49,388.066,516.921,498.946,436.487,461.75,440.525,420.683,459.319
51,3200002.0,3213435.0,320300,2.0,15.5,14.5,86.72,2.0,2.0,0.0,,,0.592,,,1.25,-0.2058,,,,,7.73951,414.459,372.424,405.916,502.834,468.074,418.087,392.745,494.278,476.68,389.473,323.985,427.111,414.42,422.474,388.034,394.675,350.166,433.894,406.723,452.668,397.687,457.388,455.746,451.926,427.479,451.06,418.431,420.433,398.967
52,3200002.0,3213436.0,320300,2.0,15.83,12.0,17.0,,1.0,0.0,,,-0.9736,,,-0.0252,0.7843,,,,,7.73951,476.369,466.291,479.596,476.358,447.336,532.433,404.631,458.673,438.835,509.873,469.381,461.366,496.031,435.596,474.269,484.448,465.442,492.978,486.73,462.362,487.249,411.809,460.505,495.451,446.789,487.104,478.051,501.773,482.314
53,3200002.0,3213601.0,320300,2.0,16.17,17.0,78.17,1.0,,0.0,,,0.8703,,,0.0593,2.0345,1.0346,-0.7823,-0.6142,,7.73951,458.977,467.357,444.956,419.863,404.192,493.049,426.09,454.305,379.324,408.462,412.421,427.436,363.42,396.527,420.399,402.934,415.425,419.338,353.999,459.923,534.521,418.379,358.943,390.94,388.025,465.307,386.51,383.072,434.783
54,3200002.0,3213777.0,320300,2.0,16.08,12.0,72.3,1.0,3.0,,,,-0.4218,,,-2.2054,0.3697,-1.2947,1.1625,-0.1532,,9.01926,427.411,390.891,401.451,412.013,352.477,405.203,419.766,481.272,489.977,465.095,439.463,424.069,420.622,454.509,400.473,421.115,455.214,503.476,442.611,461.247,396.22,385.72,404.292,432.819,411.89,448.773,389.904,442.666,381.798
55,3200002.0,3213810.0,320300,1.0,15.75,10.0,62.45,1.0,2.0,0.0,,,-0.5036,,,0.6568,-0.0424,,,,,7.95411,498.025,490.979,467.94,425.929,486.376,414.408,394.424,518.711,471.004,484.933,419.373,523.005,595.421,497.188,565.653,505.478,436.525,543.534,516.328,540.838,509.926,558.302,567.12,595.353,572.263,568.523,513.608,526.941,540.465
56,3200002.0,3214310.0,320300,2.0,16.08,17.0,,1.0,,0.0,,,-1.3269,,,-2.2054,-2.0985,,,,,7.73951,428.549,404.682,363.299,403.066,433.823,374.27,434.746,394.314,428.079,339.192,389.312,346.222,377.533,383.568,432.41,389.883,337.722,388.302,352.924,381.168,346.731,350.006,336.991,407.097,368.883,367.67,382.285,387.265,391.902
57,3200002.0,3214521.0,320300,1.0,15.75,14.5,,1.0,3.0,0.0,,,-0.9383,,,-2.2054,-1.0963,1.0346,-0.7823,-1.36,,7.95411,268.899,265.96,255.679,216.849,301.329,223.119,328.41,219.941,294.915,212.484,263.873,274.886,314.25,251.464,261.369,322.142,254.34,209.723,294.334,297.128,358.501,346.38,282.443,217.33,295.009,340.361,303.297,286.799,355.68
58,3200002.0,3214581.0,320300,2.0,15.75,17.0,68.7,1.0,0.0,0.0,,,0.2031,,,-1.1809,-0.5218,,,,,7.73951,452.67,398.296,475.601,469.343,413.012,436.458,419.439,475.498,464.411,467.711,462.97,488.566,491.372,496.786,460.733,491.951,473.939,555.513,486.442,496.539,526.389,467.585,476.974,490.787,450.57,435.664,465.342,530.046,494.381
59,3200003.0,3201362.0,320200,2.0,15.5,6.0,11.74,1.0,2.0,0.0,,,-3.1943,,,-1.1809,-1.3033,0.3622,-0.7823,-1.36,,177.1978,267.733,231.234,276.385,295.352,240.497,275.737,286.498,265.987,150.486,341.188,295.212,330.001,334.661,356.39,349.821,316.88,349.793,299.529,315.533,311.467,361.945,350.321,337.946,378.94,300.516,282.161,399.997,360.009,256.398
60,3200003.0,3203217.0,320200,2.0,16.08,12.0,,1.0,3.0,0.0,,,-1.8431,,,-2.2054,-0.0424,-0.6576,0.2907,-0.6142,,177.1978,404.52,406.308,316.212,356.616,370.17,426.522,329.421,283.024,354.077,435.969,448.105,403.337,452.087,426.467,412.104,444.47,408.774,406.899,408.072,492.234,433.134,449.733,428.372,462.944,444.475,449.029,430.826,422.993,372.057
61,3200003.0,3203308.0,320200,2.0,15.67,3.0,28.84,1.0,2.0,1.0,,,-3.3098,,,-0.9828,-0.6079,0.6364,2.896,0.2865,,244.76502,246.731,332.695,306.45,367.056,289.711,382.049,305.839,399.704,380.808,447.249,460.309,420.773,364.187,424.953,401.701,440.482,392.428,418.045,404.825,428.496,425.386,434.338,428.671,412.904,450.041,450.252,325.139,448.18,435.865
62,3200003.0,3203780.0,320200,1.0,15.75,10.0,22.57,1.0,,1.0,,,-1.827,,,-1.217,-0.1926,-0.6576,-0.7823,-1.9892,,251.89515,366.71,331.802,321.949,347.962,368.444,291.683,349.199,349.04,370.816,360.649,351.822,356.749,326.411,347.638,334.102,272.877,318.622,354.939,360.011,396.48,362.876,441.568,464.304,436.278,398.676,307.561,341.508,357.965,376.558
63,3200003.0,3209541.0,320200,2.0,15.33,3.0,28.04,1.0,2.0,0.0,,,-3.1625,,,-2.2054,0.7998,0.2127,0.2907,-1.1126,,177.1978,299.954,282.456,264.1,263.655,300.673,277.327,301.529,294.713,285.017,340.321,336.424,335.151,286.272,251.002,301.335,253.799,297.35,352.67,330.567,339.932,384.394,324.527,328.635,351.239,336.567,307.973,346.381,422.586,317.992
64,3200003.0,3210803.0,320200,2.0,15.75,6.0,19.83,1.0,3.0,0.0,,,-2.6801,,,-0.6234,0.3287,-1.0657,,-1.558,,177.1978,398.295,394.589,386.874,424.815,358.635,445.116,424.588,321.167,369.188,454.598,460.276,432.467,458.324,475.849,433.256,473.166,483.776,490.089,475.846,441.337,365.614,353.983,441.228,394.211,407.874,457.412,421.633,506.556,445.704
65,3200004.0,3209142.0,320000,2.0,16.17,17.0,,1.0,0.0,1.0,,,-3.1367,,,-1.2131,,-1.1847,-0.7823,0.6912,,353.90292,277.665,345.165,285.257,322.198,255.255,339.02,257.813,292.547,323.44,286.244,298.303,327.397,269.785,205.042,330.656,311.833,248.19,329.019,269.923,299.575,396.647,271.688,331.122,294.92,374.253,319.046,292.339,304.333,334.834
66,3200005.0,3200568.0,320200,1.0,15.58,17.0,25.63,1.0,2.0,0.0,,,-0.8552,,,-1.1166,-2.7124,1.0346,,-0.4045,,69.88997,339.604,408.669,328.721,402.923,370.594,320.241,402.943,384.987,381.374,406.894,437.411,416.619,388.528,390.407,424.424,394.344,495.947,491.09,436.105,405.027,369.699,346.467,421.161,449.475,310.335,419.919,486.618,427.856,449.458
67,3200005.0,3200685.0,320200,1.0,15.42,17.0,82.41,1.0,2.0,1.0,,,0.0442,,,0.4644,0.871,,,,,72.40844,414.651,458.845,319.411,335.809,317.137,364.845,379.965,386.149,418.492,438.345,398.067,371.758,437.335,421.452,368.233,434.983,418.072,428.205,413.033,420.321,407.848,412.292,425.904,375.818,406.875,409.462,467.656,462.394,403.281
68,3200005.0,3202020.0,320200,1.0,16.08,17.0,51.5,1.0,,0.0,,,0.7052,,,0.7932,-0.6122,1.0346,,-0.2309,,69.88997,470.809,419.679,517.742,593.381,475.649,553.574,465.085,466.607,445.347,561.371,547.702,555.376,585.024,599.207,600.445,554.649,532.414,547.709,520.526,547.408,476.943,503.046,570.382,517.522,502.419,520.783,514.406,506.947,495.4
