CNTRYID,CNT,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC161Q01SA,SC161Q02SA,SC161Q03SA,SC161Q04SA,SC161Q05SA,SC162Q01SA,SC155Q01HA,SC155Q02HA,SC155Q03HA,SC155Q04HA,SC155Q05HA,SC155Q06HA,SC155Q07HA,SC155Q08HA,SC155Q09HA,SC155Q10HA,SC155Q11HA,SC156Q01HA,SC156Q02HA,SC156Q03HA,SC156Q04HA,SC156Q05HA,SC156Q06HA,SC156Q07HA,SC156Q08HA,SC011Q01TA,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC042Q01TA,SC042Q02TA,SC154Q01HA,SC154Q02WA,SC154Q03WA,SC154Q04WA,SC154Q05WA,SC154Q06WA,SC154Q07WA,SC154Q08WA,SC154Q09HA,SC154Q10WA,SC154Q11HA,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC165Q01HA,SC165Q02HA,SC165Q03HA,SC165Q04HA,SC165Q05HA,SC165Q06HA,SC165Q07HA,SC165Q08HA,SC165Q09HA,SC165Q10HA,SC166Q02HA,SC166Q03HA,SC166Q05HA,SC166Q06HA,SC167Q01HA,SC167Q02HA,SC167Q03HA,SC167Q04HA,SC167Q05HA,SC167Q06HA,SC158Q01HA,SC158Q02HA,SC158Q04HA,SC158Q07HA,SC158Q08HA,SC158Q09HA,SC158Q12HA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q11HA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC002Q01TA,SC002Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC025Q01NA,SC159Q01HA,SC003Q01TA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q12IA,SC053Q13IA,SC053Q09TA,SC053Q10TA,SC053Q14IA,SC053Q15IA,SC053Q16IA,SC053D11TA,SC150Q01IA,SC150Q02IA,SC150Q03IA,SC150Q04IA,SC150Q05IA,SC164Q01HA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SC152Q01HA,SC160Q01WA,SC052Q01NA,SC052Q02NA,SC052Q03HA,PRIVATESCH,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG,W_SCHGRNRABWT,W_FSTUWT_SCH_SUM,SENWT,VER_DAT,BOOKID
32.0,ARG,3200236.0,07MS,003200,3201.0,ARG0101,0320100,0.0,2.0,156.0,5.0,1.0,50.0,50.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,464.0,121.0,0.0,0.0,15.0,101.0,40.0,40.0,0.0,1.0,3.0,40.0,0.0,180.0,,,,,,,,,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0032001,2.0,2.0,2.0,2.0,2.0,25.0,20.0,50.0,1.0,0.0,2.0,,1.0,1.0,2.0,public,3.0,6.5,585.0,0.396,1.0,90.0,,,,,28.0,1.0,-0.6884,0.2633,-0.7293,1.6299,-1.5648,4.35601,410.4857,1.51734,  26APR19:10:57:29,
32.0,ARG,3200237.0,07MS,003200,3202.0,ARG0205,0320200,0.0,2.0,156.0,3.0,1.0,70.0,25.0,5.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,329.0,394.0,0.0,2.0,30.0,140.0,15.0,15.0,0.0,0.0,1.0,5.0,172.0,10.0,,,170.0,0.0,12.0,0.0,2.0,0.0,30.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0032001,2.0,2.0,2.0,2.0,2.0,20.0,20.0,30.0,10.0,0.0,2.0,,2.0,1.0,1.0,public,3.0,4.0847,723.0,0.1071,1.0,177.0,,0.9605,0.0678,0.0113,38.0,0.0,-0.2805,-0.614,0.8941,1.4277,-0.1764,23.49213,2423.58543,8.18307,  26APR19:10:57:29,
32.0,ARG,3200238.0,07MS,003200,3202.0,ARG0205,0320200,0.0,2.0,156.0,4.0,1.0,0.0,100.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,233.0,360.0,0.0,1.0,25.0,90.0,2.0,2.0,2.0,0.0,1.0,2.0,25.0,182.0,25.0,182.0,3.0,17.0,22.0,165.0,0.0,0.0,80.0,2.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,50.0,70.0,70.0,10.0,10.0,2.0,,2.0,1.0,1.0,public,3.0,5.1121,593.0,0.0222,1.0,116.0,1.0,0.0991,0.9009,0.0,53.0,2.0,0.0259,0.122,1.319,0.4392,-1.0542,28.19056,2247.9265,9.81969,  26APR19:10:57:29,
32.0,ARG,3200239.0,07MS,003200,3201.0,ARG0101,0320100,0.0,2.0,156.0,5.0,1.0,20.0,45.0,35.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,849.0,123.0,50.0,0.0,40.0,160.0,18.0,4.0,0.0,1.0,2.0,20.0,180.0,40.0,180.0,40.0,110.0,25.0,68.0,14.0,2.0,1.0,5.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,30.0,2.0,5.0,2.0,0.0,2.0,,1.0,1.0,1.0,public,3.0,4.86,972.0,0.1125,0.2222,200.0,1.0,0.6125,0.375,0.0125,28.0,2.0,-0.949,0.2833,0.3894,0.9355,-1.8443,3.38079,535.11135,1.17764,  26APR19:10:57:29,
32.0,ARG,3200240.0,07MS,003200,3201.0,ARG0102,0320100,0.0,2.0,156.0,5.0,2.0,,100.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,,,0.0,5.0,0.0,,12.0,,2.0,,2.0,6.0,,45.0,,30.0,,30.0,,5.0,,,,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,5.0,30.0,50.0,,,2.0,,2.0,2.0,1.0,private,1.0,,,,,22.5,0.6667,0.6667,0.1111,,33.0,3.0,-1.4212,-1.4551,0.0761,0.6015,-1.0542,11.44263,789.51386,3.98584,  26APR19:10:57:29,
32.0,ARG,3200241.0,07MS,003200,3201.0,ARG0101,0320100,0.0,2.0,156.0,5.0,1.0,70.0,30.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,236.0,236.0,1.0,10.0,70.0,98.0,50.0,0.0,50.0,2.0,1.0,0.0,190.0,190.0,190.0,190.0,150.0,150.0,40.0,40.0,30.0,30.0,50.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,20.0,5.0,30.0,10.0,0.0,2.0,,2.0,2.0,2.0,public,3.0,1.6561,472.0,0.5102,0.0,285.0,1.0,0.7895,0.2105,0.1579,53.0,0.0,2.1284,0.1964,0.2408,1.6385,-1.0542,3.93935,395.52335,1.3722,  26APR19:10:57:29,
32.0,ARG,3200242.0,07MS,003200,3200.0,ARG0516,0320000,0.0,2.0,156.0,4.0,2.0,,,,,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,122.0,235.0,0.0,2.0,80.0,73.0,12.0,12.0,12.0,0.0,1.0,12.0,15.0,43.0,15.0,43.0,15.0,43.0,15.0,43.0,2.0,0.0,100.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0032001,1.0,1.0,1.0,1.0,2.0,20.0,70.0,70.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,private,,9.7808,357.0,0.1644,1.0,36.5,1.0,1.0,1.0,0.0548,33.0,2.0,0.8339,0.1893,-0.6744,0.7985,-0.1661,43.86371,2211.49477,15.27915,  26APR19:10:57:29,
32.0,ARG,3200243.0,07MS,003200,3203.0,ARG0307,0320300,0.0,2.0,156.0,2.0,1.0,85.0,0.0,15.0,0.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,394.0,370.0,0.0,2.0,50.0,130.0,20.0,0.0,,0.0,1.0,0.0,,,120.0,,80.0,,,10.0,,0.0,10.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,15.0,20.0,10.0,70.0,0.0,1.0,2.0,1.0,1.0,1.0,public,3.0,,764.0,0.1538,0.0,,,,,,33.0,0.0,0.8006,0.21,0.8153,1.1129,-1.0542,2.50073,260.92498,0.87108,  26APR19:10:57:29,
32.0,ARG,3200244.0,07MS,003200,3204.0,ARG0409,0320400,0.0,2.0,156.0,5.0,1.0,20.0,0.0,80.0,0.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,397.0,610.0,1.0,4.0,90.0,193.0,10.0,10.0,1.0,0.0,1.0,0.0,35.0,135.0,35.0,135.0,23.0,85.0,7.0,40.0,5.0,10.0,15.0,2.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,70.0,3.0,10.0,2.0,0.0,2.0,,1.0,2.0,1.0,public,3.0,9.8244,1007.0,0.0518,1.0,102.5,1.0,0.639,0.2634,0.0976,53.0,1.0,0.8339,1.3635,0.8153,1.6299,-1.0542,3.05772,512.07603,1.0651,  26APR19:10:57:29,
32.0,ARG,3200245.0,07MS,003200,3203.0,ARG0307,0320300,0.0,2.0,156.0,4.0,1.0,30.0,,70.0,,,2.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,107.0,118.0,0.0,0.0,95.0,24.0,30.0,0.0,30.0,0.0,1.0,30.0,,49.0,,49.0,,32.0,,17.0,,0.0,100.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0032002,1.0,2.0,2.0,2.0,2.0,45.0,30.0,75.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,public,3.0,9.1837,225.0,1.25,0.0,24.5,1.0,0.6531,0.3469,0.0,23.0,2.0,0.4997,-0.4313,1.6971,1.6043,0.9042,8.58358,329.48763,2.98994,  26APR19:10:57:29,
32.0,ARG,3200246.0,07MS,003200,3202.0,ARG0205,0320200,0.0,2.0,156.0,4.0,1.0,90.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,91.0,80.0,0.0,0.0,55.0,9.0,0.0,0.0,,0.0,0.0,2.0,0.0,72.0,,72.0,,54.0,,18.0,,0.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0032002,,,,,,39.0,10.0,15.0,10.0,15.0,2.0,,2.0,1.0,1.0,public,3.0,4.75,171.0,,,36.0,1.0,0.75,0.25,0.0,13.0,0.0,0.8339,-1.4551,1.9569,-0.042,0.9042,81.60425,3044.93911,28.42541,  26APR19:10:57:29,
32.0,ARG,3200247.0,07MS,003200,3203.0,ARG0308,0320300,0.0,2.0,156.0,4.0,2.0,,,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,110.0,98.0,0.0,1.0,10.0,44.0,26.0,26.0,0.0,0.0,9.0,1.0,,43.0,,43.0,,10.0,,33.0,,,100.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,37.0,10.0,50.0,0.0,0.0,2.0,,1.0,2.0,1.0,private,,9.6744,208.0,0.5909,1.0,21.5,1.0,0.2326,0.7674,,23.0,1.0,-1.4212,0.1893,1.3438,2.5251,-1.0542,9.47411,328.38202,3.30014,  26APR19:10:57:29,
32.0,ARG,3200248.0,07MS,003200,3204.0,ARG0410,0320400,0.0,2.0,156.0,5.0,2.0,,,,,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,235.0,335.0,0.0,2.0,10.0,222.0,,,0.0,3.0,4.0,8.0,65.0,0.0,65.0,0.0,45.0,0.0,20.0,0.0,10.0,0.0,40.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0032001,,,,,,57.0,50.0,40.0,0.0,10.0,2.0,,2.0,2.0,1.0,private,,8.7692,570.0,,,65.0,1.0,0.6923,0.3077,0.1538,53.0,2.0,0.1,-0.0879,0.0986,1.3735,-3.4726,6.89124,632.94477,2.40044,  26APR19:10:57:29,
32.0,ARG,3200250.0,07MS,003200,3200.0,ARG0513,0320000,0.0,2.0,156.0,3.0,1.0,,,,,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,230.0,254.0,0.0,2.0,80.0,74.0,74.0,0.0,15.0,0.0,1.0,0.0,83.0,21.0,83.0,21.0,83.0,0.0,8.0,7.0,2.0,3.0,100.0,2.0,8.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0032001,1.0,2.0,2.0,2.0,2.0,10.0,70.0,20.0,10.0,0.0,1.0,2.0,1.0,1.0,1.0,public,3.0,5.1765,484.0,1.0,0.0,93.5,1.0,0.8877,0.123,0.0374,48.0,2.0,0.7889,0.1683,1.0148,-0.1662,-0.1661,26.35517,1658.96847,9.18036,  26APR19:10:57:29,
32.0,ARG,3200251.0,07MS,003200,3203.0,ARG0307,0320300,0.0,2.0,156.0,2.0,1.0,100.0,0.0,0.0,,3.0,,4.0,,4.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,177.0,165.0,0.0,0.0,95.0,342.0,30.0,0.0,30.0,0.0,0.0,0.0,,48.0,,,,9.0,,46.0,,1.0,90.0,2.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,0.0,70.0,40.0,20.0,20.0,1.0,3.0,2.0,2.0,1.0,public,3.0,14.25,342.0,0.0877,0.0,24.0,,0.1875,0.9583,0.0208,53.0,3.0,1.4888,,1.0689,0.1875,-0.3006,5.88134,288.47365,2.04866,  26APR19:10:57:29,
