CNTRYID,CNT,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC161Q01SA,SC161Q02SA,SC161Q03SA,SC161Q04SA,SC161Q05SA,SC162Q01SA,SC155Q01HA,SC155Q02HA,SC155Q03HA,SC155Q04HA,SC155Q05HA,SC155Q06HA,SC155Q07HA,SC155Q08HA,SC155Q09HA,SC155Q10HA,SC155Q11HA,SC156Q01HA,SC156Q02HA,SC156Q03HA,SC156Q04HA,SC156Q05HA,SC156Q06HA,SC156Q07HA,SC156Q08HA,SC011Q01TA,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC042Q01TA,SC042Q02TA,SC154Q01HA,SC154Q02WA,SC154Q03WA,SC154Q04WA,SC154Q05WA,SC154Q06WA,SC154Q07WA,SC154Q08WA,SC154Q09HA,SC154Q10WA,SC154Q11HA,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC165Q01HA,SC165Q02HA,SC165Q03HA,SC165Q04HA,SC165Q05HA,SC165Q06HA,SC165Q07HA,SC165Q08HA,SC165Q09HA,SC165Q10HA,SC166Q02HA,SC166Q03HA,SC166Q05HA,SC166Q06HA,SC167Q01HA,SC167Q02HA,SC167Q03HA,SC167Q04HA,SC167Q05HA,SC167Q06HA,SC158Q01HA,SC158Q02HA,SC158Q04HA,SC158Q07HA,SC158Q08HA,SC158Q09HA,SC158Q12HA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q11HA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC002Q01TA,SC002Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC025Q01NA,SC159Q01HA,SC003Q01TA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q12IA,SC053Q13IA,SC053Q09TA,SC053Q10TA,SC053Q14IA,SC053Q15IA,SC053Q16IA,SC053D11TA,SC150Q01IA,SC150Q02IA,SC150Q03IA,SC150Q04IA,SC150Q05IA,SC164Q01HA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SC152Q01HA,SC160Q01WA,SC052Q01NA,SC052Q02NA,SC052Q03HA,PRIVATESCH,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG,W_SCHGRNRABWT,W_FSTUWT_SCH_SUM,SENWT,VER_DAT,BOOKID
32.0,ARG,3200070.0,07MS,003200,3204.0,ARG0410,0320400,0.0,2.0,156.0,1.0,2.0,0.0,60.0,30.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,76.0,93.0,0.0,1.0,17.0,67.0,16.0,16.0,0.0,0.0,1.0,9.0,32.0,,,,24.0,,8.0,,,,30.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.0,2.0,1.0,private,1.0,5.2813,169.0,0.2388,1.0,32.0,,0.75,0.25,,23.0,3.0,-1.4212,-1.4551,1.0207,0.2397,-1.0542,18.31102,453.78251,6.37832,  26APR19:10:57:29,
32.0,ARG,3200071.0,07MS,003200,3200.0,ARG0518,0320000,0.0,2.0,156.0,2.0,2.0,50.0,50.0,0.0,,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,151.0,209.0,0.0,5.0,2.0,63.0,12.0,12.0,0.0,0.0,1.0,2.0,5.0,48.0,5.0,48.0,0.0,15.0,5.0,33.0,3.0,6.0,40.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0032002,1.0,1.0,1.0,1.0,1.0,12.0,50.0,50.0,50.0,50.0,2.0,,2.0,1.0,1.0,private,2.0,12.4138,360.0,0.1905,1.0,29.0,1.0,0.2586,0.7414,0.2069,33.0,1.0,0.4591,-0.1953,0.718,0.7287,0.9042,46.64492,2666.06208,16.24794,  26APR19:10:57:29,
32.0,ARG,3200072.0,07MS,003200,3202.0,ARG0205,0320200,0.0,2.0,156.0,1.0,1.0,10.0,0.0,90.0,0.0,1.0,3.0,1.0,,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,46.0,52.0,2.0,0.0,20.0,,0.0,0.0,0.0,0.0,0.0,2.0,30.0,30.0,0.0,26.0,0.0,18.0,4.0,26.0,0.0,30.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,0.0,60.0,60.0,40.0,0.0,2.0,,1.0,1.0,1.0,public,3.0,2.1778,98.0,,,45.0,0.2889,0.2,0.3778,0.3333,18.0,2.0,2.9595,0.0193,-2.0719,0.5986,0.9042,177.1978,2691.92233,61.72375,  26APR19:10:57:29,
32.0,ARG,3200073.0,07MS,003200,3204.0,ARG0410,0320400,0.0,2.0,156.0,5.0,2.0,34.0,58.0,8.0,,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,276.0,16.0,0.0,0.0,4.0,47.0,24.0,24.0,0.0,0.0,10.0,1.0,4.0,40.0,4.0,35.0,4.0,17.0,0.0,18.0,0.0,2.0,82.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,11.0,5.0,12.0,6.0,0.0,2.0,,2.0,2.0,1.0,private,1.0,12.1667,292.0,0.5106,1.0,24.0,0.8958,0.5208,0.375,0.0417,48.0,0.0,-0.2488,-0.1776,-2.0719,-0.4289,-1.6908,16.43297,788.78242,5.72414,  26APR19:10:57:29,
32.0,ARG,3200074.0,07MS,003200,3202.0,ARG0205,0320200,0.0,2.0,156.0,2.0,1.0,35.0,20.0,45.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,233.0,273.0,0.0,1.0,4.0,79.0,28.0,15.0,0.0,0.0,1.0,4.0,45.0,,39.0,,39.0,,6.0,,0.0,0.0,9.0,2.0,6.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,8.0,55.0,30.0,35.0,5.0,2.0,,1.0,2.0,1.0,public,3.0,11.2444,506.0,0.3544,0.5357,45.0,0.8667,0.8667,0.1333,0.0,38.0,1.0,-1.4212,-1.4551,-0.2509,0.5642,0.1329,49.91487,3372.24497,17.38697,  26APR19:10:57:29,
32.0,ARG,3200075.0,07MS,003200,3201.0,ARG0101,0320100,0.0,2.0,156.0,5.0,1.0,30.0,70.0,,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,,,0.0,1.0,0.0,,70.0,70.0,0.0,2.0,6.0,79.0,124.0,30.0,100.0,,,30.0,10.0,,10.0,,100.0,2.0,9.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0032001,2.0,2.0,2.0,2.0,2.0,25.0,20.0,80.0,40.0,40.0,1.0,3.0,1.0,1.0,1.0,public,3.0,,,,1.0,139.0,0.7194,0.1079,0.0719,0.0719,53.0,2.0,1.2478,2.0884,-1.173,1.1913,0.9042,5.88345,519.23398,2.0494,  26APR19:10:57:29,
32.0,ARG,3200076.0,07MS,003200,3202.0,ARG0205,0320200,0.0,2.0,156.0,3.0,1.0,20.0,10.0,70.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,453.0,110.0,0.0,0.0,0.0,85.0,90.0,90.0,40.0,0.0,2.0,5.0,,135.0,,135.0,,115.0,,20.0,0.0,0.0,0.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,0.0,10.0,5.0,3.0,0.0,2.0,,2.0,2.0,2.0,public,3.0,8.3407,563.0,1.0588,1.0,67.5,1.0,0.8519,0.1481,0.0,53.0,0.0,-1.4212,-0.2968,-1.3196,0.5642,0.9042,33.7061,2644.56909,11.74093,  26APR19:10:57:29,
32.0,ARG,3200077.0,07MS,003200,3204.0,ARG0410,0320400,0.0,2.0,156.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,0.0,30.0,60.0,,14.0,14.0,14.0,0.0,2.0,0.0,40.0,20.0,,,,,30.0,,0.0,,25.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0032001,1.0,2.0,2.0,2.0,2.0,,40.0,30.0,30.0,50.0,2.0,,2.0,2.0,1.0,private,,,,,1.0,50.0,,,0.6,0.0,28.0,2.0,-0.4941,-1.4551,-1.3196,-0.5079,-1.0542,14.56558,568.34945,5.07367,  26APR19:10:57:29,
32.0,ARG,3200078.0,07MS,003200,3200.0,ARG0515,0320000,0.0,2.0,156.0,2.0,1.0,90.0,,10.0,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,212.0,301.0,0.0,5.0,70.0,513.0,8.0,0.0,0.0,0.0,2.0,0.0,5.0,52.0,5.0,52.0,5.0,49.0,5.0,49.0,0.0,0.0,30.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,10.0,10.0,20.0,5.0,5.0,2.0,,2.0,2.0,1.0,public,3.0,16.5484,513.0,0.0156,0.0,31.0,1.0,0.9516,0.9516,0.0,28.0,0.0,-0.2376,-0.2968,-0.0871,1.6842,0.1329,24.03475,1654.95366,8.37208,  26APR19:10:57:29,
32.0,ARG,3200079.0,07MS,003200,3203.0,ARG0307,0320300,0.0,2.0,156.0,4.0,1.0,35.0,0.0,60.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,303.0,371.0,0.0,1.0,90.0,202.0,12.0,2.0,10.0,0.0,1.0,2.0,5.0,107.0,5.0,107.0,3.0,78.0,2.0,27.0,0.0,2.0,,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,70.0,25.0,35.0,5.0,0.0,2.0,,1.0,1.0,1.0,public,3.0,11.5214,674.0,0.0594,0.1667,58.5,1.0,0.7179,0.265,0.0171,23.0,3.0,0.7889,0.9861,0.8153,0.5642,-0.6263,2.81055,271.87205,0.97901,  26APR19:10:57:29,
32.0,ARG,3200080.0,07MS,003200,3201.0,ARG0102,0320100,0.0,2.0,156.0,5.0,2.0,60.0,40.0,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,274.0,213.0,6.0,2.0,10.0,92.0,58.0,58.0,40.0,1.0,5.0,58.0,,,,,,,,,,,,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0032001,2.0,2.0,2.0,2.0,2.0,3.0,20.0,30.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,private,2.0,,487.0,0.6304,1.0,,,,,,,2.0,-0.2376,-0.7828,1.0148,0.2266,0.9042,5.21275,460.80728,1.81577,  26APR19:10:57:29,
32.0,ARG,3200081.0,07MS,003200,3203.0,ARG0307,0320300,0.0,2.0,156.0,4.0,1.0,30.0,70.0,,,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,226.0,193.0,0.0,0.0,80.0,43.0,15.0,0.0,15.0,0.0,1.0,0.0,,70.0,,70.0,,46.0,,24.0,,0.0,60.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,10.0,40.0,10.0,20.0,0.0,1.0,3.0,2.0,2.0,1.0,public,3.0,11.9714,419.0,0.3488,0.0,35.0,1.0,0.6571,0.3429,0.0,13.0,1.0,1.2478,1.9609,1.1674,1.3735,0.9042,3.65049,241.94275,1.27158,  26APR19:10:57:29,
32.0,ARG,3200082.0,07MS,003200,3202.0,ARG0205,0320200,0.0,2.0,156.0,3.0,1.0,96.0,0.0,4.0,0.0,,,,,3.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,78.0,93.0,0.0,0.0,100.0,0.0,16.0,0.0,16.0,0.0,1.0,1.0,40.0,,40.0,,2.0,,38.0,,2.0,,30.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0032002,2.0,2.0,2.0,2.0,2.0,3.0,28.0,10.0,23.0,10.0,2.0,,2.0,2.0,2.0,public,3.0,4.275,171.0,,,40.0,1.0,0.05,0.95,0.05,23.0,1.0,1.2048,,0.8273,-0.2079,0.1329,88.5989,1761.15256,30.86187,  26APR19:10:57:29,
32.0,ARG,3200083.0,07MS,003200,3204.0,ARG0409,0320400,0.0,2.0,156.0,5.0,1.0,,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,93.0,130.0,0.0,0.0,100.0,80.0,12.0,0.0,12.0,0.0,1.0,0.0,5.0,43.0,5.0,43.0,1.0,24.0,0.0,22.0,0.0,1.0,20.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0032002,2.0,2.0,2.0,2.0,2.0,43.0,5.0,10.0,5.0,5.0,2.0,,1.0,1.0,1.0,public,3.0,8.4151,223.0,0.15,0.0,26.5,1.0,0.4906,0.4151,0.0189,38.0,1.0,1.2478,-1.4551,-0.0155,0.2266,0.9042,15.36138,445.45634,5.35087,  26APR19:10:57:29,
32.0,ARG,3200084.0,07MS,003200,3204.0,ARG0409,0320400,0.0,2.0,156.0,2.0,1.0,80.0,,20.0,,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,,,0.0,5.0,40.0,,30.0,0.0,30.0,0.0,2.0,3.0,7.0,50.0,7.0,50.0,1.0,48.0,7.0,1.0,1.0,1.0,15.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0032002,2.0,2.0,2.0,2.0,2.0,17.0,10.0,20.0,5.0,8.0,1.0,2.0,1.0,1.0,1.0,public,3.0,,,,0.0,32.0,1.0,0.7813,0.2344,0.0469,33.0,3.0,0.0574,0.1077,0.3037,0.8952,-0.3006,7.68069,306.24539,2.67543,  26APR19:10:57:29,
