,CNTSCHID,PRIVATESCH,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG,W_SCHGRNRABWT,W_FSTUWT_SCH_SUM
171,3200175.0,private,3.0,14.8936,350.0,0.1923,1.0,23.5,1.0,0.7872,0.1277,0.0,38.0,3.0,-0.2264,-1.4551,-1.3196,-0.778,0.9042,39.43304,2741.95645
172,3200176.0,public,3.0,8.4651,182.0,0.625,0.05,21.5,1.0,0.1163,0.8837,0.4186,28.0,1.0,0.0686,0.531,1.6343,0.1875,-1.0542,8.1434,302.31227
173,3200177.0,private,2.0,9.4,188.0,0.2785,1.0,20.0,1.0,0.75,0.25,0.0,53.0,2.0,0.8006,0.2833,-1.0762,0.9028,0.3009,13.40422,579.79274
174,3200178.0,public,3.0,6.3833,383.0,0.0,,60.0,,0.6667,0.5,0.0,28.0,1.0,0.7566,0.436,2.3697,2.5251,-1.9375,3.45209,88.46235
175,3200179.0,public,3.0,3.9474,375.0,0.1111,0.0,95.0,,0.3158,0.7368,0.3158,33.0,1.0,0.7566,1.2432,1.0633,1.6043,-0.4859,33.92143,2277.80047
176,3200180.0,private,2.0,13.9368,662.0,0.0676,1.0,47.5,0.0,0.0,1.0,0.0632,38.0,3.0,1.6863,-0.7828,-1.3196,-0.4289,0.9042,5.93413,618.98459
177,3200181.0,public,3.0,,,,,42.5,,,,,53.0,1.0,1.2478,-0.1776,0.1795,1.1337,-1.4469,32.51151,2418.43582
178,3200182.0,private,2.0,13.1776,705.0,0.2105,1.0,53.5,1.0,0.6916,0.2991,0.0093,38.0,1.0,-1.4212,-1.4551,-0.3856,-0.5582,0.287,2.69588,268.96656
179,3200183.0,public,3.0,6.1176,52.0,0.0,,8.5,1.0,0.6471,0.3529,0.0,13.0,0.0,1.6863,1.1028,1.4846,2.2731,-1.4469,146.76623,2272.99967
180,3200184.0,private,1.0,10.3252,2953.0,1.2698,1.0,286.0,1.0,0.1014,0.3934,0.0507,28.0,3.0,-1.4212,-1.4551,-3.3785,-2.0409,0.9042,1.0,576.01864
181,3200185.0,public,3.0,10.7664,576.0,,,53.5,1.0,0.9813,0.0187,0.2243,53.0,2.0,-0.2376,-1.146,0.4346,0.7958,-1.0542,23.1001,2427.53586
182,3200186.0,public,3.0,6.3333,380.0,0.0,,60.0,0.0,0.1667,0.3333,0.0333,28.0,2.0,-0.1413,0.353,0.7468,1.5957,-1.0391,34.83729,1968.59432
183,3200187.0,public,3.0,14.65,586.0,0.0476,0.0,40.0,,,0.25,0.0,28.0,0.0,1.2478,0.9151,-1.4545,-0.5488,-1.0542,3.14448,185.64859
184,3200188.0,private,,,,,,,,,,,,,,,,,,10.86247,429.41616
185,3200189.0,private,2.0,7.5385,147.0,1.0,1.0,19.5,1.0,0.7179,0.2821,0.0256,28.0,1.0,-0.113,-0.3163,-0.0008,-0.5205,0.9042,74.41786,2358.21326
186,3200190.0,public,3.0,,,,1.0,145.0,1.0,0.8276,0.1103,0.0138,53.0,1.0,-0.4447,0.6425,1.0758,1.6299,0.9042,14.2472,2562.23017
187,3200191.0,public,3.0,,433.0,0.039,1.0,,,,,,53.0,1.0,-0.6344,0.1077,1.4948,0.3214,-1.0542,43.67551,1968.33628
188,3200192.0,public,3.0,,,,,,,,,,,,,,,,,5.86525,487.22862
189,3200193.0,public,3.0,,,,0.0,65.5,,,,0.0229,18.0,3.0,0.7889,-0.7828,0.3373,-0.4289,-1.5648,36.14454,1677.08604
190,3200194.0,public,3.0,13.0,130.0,0.625,,10.0,1.0,,0.0,0.0,13.0,2.0,-0.2723,-0.4314,0.1296,0.4914,-1.4469,83.16036,974.86878
191,3200195.0,public,3.0,3.0968,288.0,,,93.0,1.0,0.7527,0.0,0.0,33.0,1.0,2.9595,1.5683,0.4333,1.9558,0.9042,64.87021,1768.1367
192,3200196.0,public,3.0,26.7273,588.0,1.0,0.0,22.0,,,0.4545,0.0,28.0,1.0,1.9658,0.6924,-0.1022,-0.5993,-1.7571,18.20044,1710.20805
193,3200197.0,private,1.0,5.2917,127.0,0.0286,0.0,24.0,,,,0.0,28.0,2.0,-1.4212,-1.1527,0.234,0.4914,-2.436,78.86607,1326.70946
194,3200198.0,public,3.0,4.7037,127.0,0.625,,27.0,1.0,0.8704,0.1296,0.0741,23.0,1.0,1.2048,-0.614,0.2827,0.5761,-0.3006,74.62714,1769.54782
195,3200199.0,public,3.0,10.9333,492.0,0.4819,0.0,45.0,1.0,0.6667,0.3333,0.0778,53.0,0.0,1.529,-0.614,1.6961,1.9558,0.3009,27.30066,1782.64227
196,3200200.0,private,1.0,8.9706,305.0,0.1667,1.0,34.0,1.0,0.3382,0.5147,0.1471,53.0,1.0,-0.2376,-0.1776,-0.0956,-0.4289,-0.1868,14.56558,738.62297
197,3200201.0,public,3.0,4.04,202.0,0.0,,50.0,1.0,0.9,0.1,0.0,28.0,1.0,0.4698,-0.7828,0.747,-0.1662,-2.1866,6.48148,165.6579
198,3200202.0,public,3.0,5.2,143.0,0.0,,27.5,0.0,,,,18.0,1.0,1.9315,0.4991,0.4913,1.4191,-1.0542,177.1978,3500.14066
199,3200203.0,private,2.0,14.2368,541.0,,,38.0,1.0,0.4342,0.5658,0.0526,53.0,2.0,2.9595,0.6425,-0.3684,1.4277,0.3009,4.09375,301.31567
200,3200204.0,private,,10.019,526.0,0.0,,52.5,1.0,0.0,0.1905,0.0,48.0,0.0,0.7889,-0.614,-0.6744,1.5413,-1.7481,8.32319,676.61232
201,3200205.0,public,3.0,8.5612,595.0,0.1429,0.0,69.5,,0.518,0.482,0.0576,28.0,1.0,1.6863,-0.0019,1.5622,1.9628,-2.203,6.20363,550.13601
202,3200206.0,public,3.0,12.4785,1304.0,1.0,0.0,104.5,,1.0,0.1388,0.0096,23.0,1.0,0.8306,0.3677,0.9498,0.6101,-1.0391,1.37486,208.35401
203,3200207.0,private,,10.3259,697.0,0.3214,0.8889,67.5,1.0,0.8519,0.0889,0.0593,38.0,2.0,0.6299,1.0953,-0.2513,1.0965,-0.6263,4.11533,487.84836
204,3200208.0,private,2.0,,,,1.0,14.5,1.0,0.7586,0.2414,0.0,28.0,1.0,-0.4447,-0.5869,-1.4335,-0.8267,0.9042,18.31102,402.84244
205,3200209.0,public,3.0,14.0,532.0,2.7273,0.0333,38.0,1.0,0.8026,0.1053,0.0921,28.0,2.0,0.7566,0.6736,1.7702,2.1927,0.9042,3.69294,257.76179
206,3200210.0,public,3.0,4.7097,73.0,0.1143,1.0,15.5,1.0,0.1935,0.0645,0.5806,38.0,1.0,0.1111,-0.614,0.3373,0.3593,-0.0504,67.58971,3361.14448
207,3200211.0,public,3.0,2.931,425.0,0.087,0.0,145.0,1.0,0.1379,0.8621,0.069,53.0,2.0,0.1423,0.1964,0.3894,-0.0939,-1.2301,43.75254,1749.71936
208,3200212.0,private,1.0,6.95,139.0,0.3125,1.0,20.0,1.0,0.75,0.25,0.25,18.0,1.0,-1.4212,-1.4551,-1.173,-1.2225,0.9042,92.69603,2129.93113
209,3200213.0,public,3.0,7.2967,332.0,0.7292,0.3429,45.5,1.0,0.8352,0.2198,0.044,38.0,0.0,2.9595,0.7626,1.2287,0.5642,-0.4971,48.46055,1924.00896
210,3200214.0,private,1.0,8.625,345.0,0.8028,1.0,40.0,1.0,1.0,0.1125,0.1875,53.0,2.0,-0.4413,-0.3265,-1.6103,-0.1662,0.1571,6.42668,486.96494
211,3200215.0,private,2.0,13.3733,1003.0,0.4167,1.0,75.0,,,,0.0533,53.0,3.0,-0.6884,-0.5869,0.137,0.2266,0.9042,2.05959,240.79536
212,3200216.0,public,3.0,2.9433,883.0,0.4739,0.0,300.0,1.0,0.6167,0.3333,0.05,28.0,0.0,0.0259,0.2833,0.1273,0.8952,-0.6263,31.92753,2603.28706
213,3200217.0,public,3.0,19.2929,955.0,0.578,0.0,49.5,0.0,,,0.0808,28.0,1.0,0.1,0.436,1.0148,1.4533,-0.6263,16.03621,2968.10892
214,3200218.0,public,3.0,7.8889,923.0,2.5294,0.3023,117.0,1.0,0.6795,0.3205,0.1368,13.0,2.0,-0.2376,0.4991,1.8766,1.3735,-0.6263,4.64157,592.18505
215,3200219.0,public,3.0,4.7059,80.0,,,17.0,1.0,1.0,0.0,0.0,13.0,1.0,0.8006,-0.5869,0.0921,0.9054,-1.2438,173.19111,2321.7563
216,3200220.0,public,3.0,4.6214,647.0,0.1923,0.0,140.0,1.0,0.9464,0.9464,0.0786,18.0,2.0,1.6863,0.25,2.0762,2.1689,0.1329,31.11122,1244.62919
217,3200221.0,public,3.0,4.2083,202.0,1.0,0.0,48.0,1.0,0.8542,0.0417,0.1042,23.0,1.0,-0.3123,-1.4551,0.2408,0.5672,0.9042,18.43366,624.27769
218,3200222.0,public,3.0,9.1068,938.0,,0.875,103.0,1.0,0.835,0.165,,23.0,2.0,1.6863,1.0744,0.8153,1.1913,-1.9291,1.91321,241.32715
219,3200223.0,public,3.0,89.7609,4129.0,,,46.0,1.0,0.9674,0.0326,0.5217,,,,,-0.7752,0.8952,0.9042,9.60598,2089.64629
220,3200224.0,public,3.0,16.8571,590.0,0.1563,0.6,35.0,0.5714,0.8571,0.1429,0.1,53.0,0.0,0.8339,-0.0719,-0.6033,-1.2943,0.3009,2.79645,376.15796
221,3200225.0,public,3.0,3.7624,380.0,0.1096,,101.0,1.0,0.9505,0.0495,0.0495,,0.0,0.4292,1.3405,1.6292,1.6299,-0.6263,46.94536,3651.23537
222,3200226.0,public,3.0,16.9565,390.0,,,23.0,1.0,0.7826,0.2174,0.087,53.0,2.0,1.2631,0.028,-0.9505,-0.5488,0.9042,3.82642,164.125
223,3200227.0,private,,10.7552,769.0,0.1571,1.0,71.5,1.0,0.6224,0.2517,0.007,53.0,1.0,0.6606,-0.2129,0.1945,-0.5614,-0.1661,5.16843,673.47189
224,3200228.0,private,2.0,9.1111,164.0,0.1818,0.5,18.0,1.0,0.1111,1.0,0.0,28.0,0.0,1.4743,1.5514,-0.6744,-0.1662,-1.0542,18.31102,524.02171
225,3200229.0,public,3.0,8.04,201.0,0.2586,0.0,25.0,,1.0,0.0,0.0,18.0,1.0,0.4997,2.0976,1.1425,0.2988,0.9042,81.70055,2278.66759
226,3200230.0,public,3.0,5.6333,676.0,0.0909,0.0,120.0,1.0,0.8333,0.1667,0.6667,53.0,2.0,-1.4212,0.1077,0.1945,1.6929,-1.0542,3.27415,330.88688
227,3200231.0,public,3.0,7.9688,255.0,0.0,,32.0,1.0,0.4219,0.4375,0.2813,53.0,1.0,0.4698,-0.3163,0.9497,-0.0452,0.9042,10.57669,487.45853
228,3200232.0,public,3.0,10.8889,490.0,0.72,0.0,45.0,1.0,0.7333,0.2667,0.0,53.0,2.0,0.9868,0.9995,0.0402,0.5004,0.9042,2.83565,163.62037
229,3200233.0,public,3.0,,,,1.0,27.5,0.1818,0.1636,0.6545,0.0,28.0,1.0,0.7889,1.0607,1.8766,1.6385,-0.5083,18.43366,700.37486
230,3200234.0,private,2.0,5.9583,429.0,0.3333,1.0,72.0,1.0,0.7639,0.2778,0.0556,23.0,2.0,-0.2376,0.25,-1.1232,-0.1791,0.3009,40.59283,3019.42715
231,3200235.0,public,3.0,10.3619,544.0,,,52.5,0.0,0.0,0.0,0.0,13.0,0.0,2.9595,1.0953,0.577,0.2266,0.9042,31.75938,1686.5204
232,3200236.0,public,3.0,6.5,585.0,0.396,1.0,90.0,,,,,28.0,1.0,-0.6884,0.2633,-0.7293,1.6299,-1.5648,4.35601,410.4857
233,3200237.0,public,3.0,4.0847,723.0,0.1071,1.0,177.0,,0.9605,0.0678,0.0113,38.0,0.0,-0.2805,-0.614,0.8941,1.4277,-0.1764,23.49213,2423.58543
234,3200238.0,public,3.0,5.1121,593.0,0.0222,1.0,116.0,1.0,0.0991,0.9009,0.0,53.0,2.0,0.0259,0.122,1.319,0.4392,-1.0542,28.19056,2247.9265
235,3200239.0,public,3.0,4.86,972.0,0.1125,0.2222,200.0,1.0,0.6125,0.375,0.0125,28.0,2.0,-0.949,0.2833,0.3894,0.9355,-1.8443,3.38079,535.11135
236,3200240.0,private,1.0,,,,,22.5,0.6667,0.6667,0.1111,,33.0,3.0,-1.4212,-1.4551,0.0761,0.6015,-1.0542,11.44263,789.51386
237,3200241.0,public,3.0,1.6561,472.0,0.5102,0.0,285.0,1.0,0.7895,0.2105,0.1579,53.0,0.0,2.1284,0.1964,0.2408,1.6385,-1.0542,3.93935,395.52335
238,3200242.0,private,,9.7808,357.0,0.1644,1.0,36.5,1.0,1.0,1.0,0.0548,33.0,2.0,0.8339,0.1893,-0.6744,0.7985,-0.1661,43.86371,2211.49477
239,3200243.0,public,3.0,,764.0,0.1538,0.0,,,,,,33.0,0.0,0.8006,0.21,0.8153,1.1129,-1.0542,2.50073,260.92498
240,3200244.0,public,3.0,9.8244,1007.0,0.0518,1.0,102.5,1.0,0.639,0.2634,0.0976,53.0,1.0,0.8339,1.3635,0.8153,1.6299,-1.0542,3.05772,512.07603
241,3200245.0,public,3.0,9.1837,225.0,1.25,0.0,24.5,1.0,0.6531,0.3469,0.0,23.0,2.0,0.4997,-0.4313,1.6971,1.6043,0.9042,8.58358,329.48763
242,3200246.0,public,3.0,4.75,171.0,,,36.0,1.0,0.75,0.25,0.0,13.0,0.0,0.8339,-1.4551,1.9569,-0.042,0.9042,81.60425,3044.93911
243,3200247.0,private,,9.6744,208.0,0.5909,1.0,21.5,1.0,0.2326,0.7674,,23.0,1.0,-1.4212,0.1893,1.3438,2.5251,-1.0542,9.47411,328.38202
244,3200248.0,private,,8.7692,570.0,,,65.0,1.0,0.6923,0.3077,0.1538,53.0,2.0,0.1,-0.0879,0.0986,1.3735,-3.4726,6.89124,632.94477
245,3200250.0,public,3.0,5.1765,484.0,1.0,0.0,93.5,1.0,0.8877,0.123,0.0374,48.0,2.0,0.7889,0.1683,1.0148,-0.1662,-0.1661,26.35517,1658.96847
246,3200251.0,public,3.0,14.25,342.0,0.0877,0.0,24.0,,0.1875,0.9583,0.0208,53.0,3.0,1.4888,,1.0689,0.1875,-0.3006,5.88134,288.47365
247,3200252.0,public,3.0,5.7481,776.0,1.2308,0.1875,135.0,1.0,0.7778,0.0741,0.0333,33.0,2.0,0.265,1.5272,0.8153,0.8952,-2.0965,8.96081,1002.99679
248,3200253.0,private,1.0,9.9535,214.0,0.6061,1.0,21.5,1.0,0.814,0.186,0.1163,18.0,2.0,-0.4413,0.1964,-0.2178,-0.5488,0.9042,4.67034,152.17058
249,3200254.0,public,3.0,5.119,215.0,0.0,,42.0,,1.0,0.0,0.0,18.0,0.0,0.0686,-0.1798,0.6058,-0.2079,0.9042,69.29318,2024.96801
250,3200255.0,public,3.0,4.9818,822.0,0.5952,1.0,165.0,1.0,0.7727,0.2212,0.0061,53.0,0.0,1.6863,1.2579,0.4781,0.5642,-1.0542,27.46757,1438.86758
251,3200256.0,public,3.0,1.84,253.0,0.1948,0.4667,137.5,0.9091,0.8364,0.0727,,53.0,1.0,1.2478,0.3419,0.8153,1.1981,-1.0695,75.40332,2232.79869
252,3200257.0,private,2.0,21.3548,662.0,0.1702,1.0,31.0,1.0,0.7742,0.2258,0.3226,53.0,1.0,-0.2376,-1.4551,0.6482,0.6101,-1.0542,3.69408,528.25293
253,3200258.0,public,3.0,9.4397,1095.0,,,116.0,1.0,,0.0172,0.0,38.0,3.0,1.2478,0.2964,0.3705,1.1913,-1.0238,1.42418,248.36836
254,3200259.0,private,1.0,17.0,187.0,0.3,1.0,11.0,1.0,0.7727,0.2273,0.0,38.0,1.0,-0.2723,-1.4551,-1.4335,-0.9138,-0.061,77.70143,3504.66662
255,3200260.0,public,3.0,12.8857,451.0,0.1786,0.2,35.0,1.0,0.6571,0.3429,0.0857,33.0,1.0,-0.6344,-1.4551,0.0921,-0.1662,0.9042,4.60279,282.06463
256,3200261.0,public,3.0,15.8947,302.0,0.3125,0.0,19.0,1.0,1.0,0.3158,,33.0,1.0,1.2478,-0.5869,1.3443,-0.1144,0.9042,38.33446,2511.77462
257,3200262.0,public,3.0,21.1273,1162.0,0.0,,55.0,1.0,,0.0727,0.0,33.0,2.0,0.2759,0.122,0.5206,0.1875,0.9042,1.46356,253.87914
258,3200263.0,private,2.0,,445.0,0.0833,1.0,,,,,,53.0,1.0,-0.2805,-0.1776,-0.0956,0.613,0.9042,4.51104,329.67889
259,3200264.0,private,2.0,15.2157,388.0,0.4494,1.0,25.5,1.0,0.6863,0.3137,0.0392,53.0,0.0,-1.4212,-1.4551,-0.6902,-0.042,-1.0542,5.3925,395.88279
260,3200265.0,private,2.0,24.5,686.0,,1.0,28.0,1.0,0.9107,0.0893,,28.0,1.0,-0.6483,-0.7828,0.3821,3.7879,0.9042,24.12128,2325.54764
261,3200266.0,public,3.0,,,,0.0,43.5,1.0,,,,23.0,1.0,-1.4212,1.4216,1.1781,1.1551,0.9042,5.99231,280.5779
262,3200267.0,public,3.0,6.4688,207.0,0.3529,0.0,32.0,1.0,0.9375,0.0625,0.0,23.0,2.0,-0.3123,-1.4551,1.0522,1.4533,0.9042,7.05761,226.54907
263,3200268.0,public,3.0,,540.0,,,,,,,,23.0,3.0,0.4698,1.3558,1.2456,0.6825,0.1571,3.38079,288.80921
264,3200269.0,public,3.0,,,,,80.5,1.0,0.3727,0.6273,0.1242,28.0,0.0,1.2478,0.6425,1.3879,1.9558,-2.1866,17.23764,2023.24973
265,3200270.0,public,3.0,3.8,19.0,,,5.0,1.0,1.0,0.0,0.0,13.0,0.0,-0.4907,-1.4551,0.3894,-0.96,-1.3732,18.14814,18.91734
266,3200271.0,public,3.0,5.4645,500.0,0.0251,0.0,91.5,1.0,0.3279,0.6721,0.0219,33.0,1.0,2.1432,-0.3163,1.1783,1.7189,-0.1868,9.35041,464.49895
267,3200272.0,private,1.0,4.7895,91.0,0.0,,19.0,1.0,0.8947,0.1053,0.1579,13.0,0.0,0.6378,0.6862,1.0633,0.1973,-0.6263,157.73214,1933.02513
268,3200273.0,private,2.0,10.2338,394.0,0.1618,0.0,38.5,1.0,0.3766,0.7792,0.1039,33.0,1.0,,,1.1674,1.1913,-0.1868,5.71713,366.02606
269,3200274.0,public,3.0,10.7048,562.0,0.0952,1.0,52.5,,,,0.0,23.0,2.0,-0.6844,-0.1776,-0.3856,-0.0842,-0.1868,2.23657,220.16084
270,3200275.0,public,3.0,4.8462,126.0,0.0,,26.0,1.0,0.6154,0.3846,0.0,23.0,0.0,2.9595,0.0792,1.1781,0.7075,0.9042,88.5989,1224.77195
271,3200276.0,public,3.0,7.9048,830.0,0.2143,0.3333,105.0,1.0,0.5238,0.4762,0.0429,33.0,2.0,-1.4212,1.5435,0.8941,1.7189,-1.2301,4.85096,649.58577
272,3200277.0,public,3.0,5.6222,506.0,0.1667,1.0,90.0,1.0,0.7222,0.2222,0.0556,53.0,1.0,0.6299,0.8371,0.7009,-0.4788,0.9042,8.37894,696.56187
273,3200278.0,public,3.0,2.7619,145.0,0.0,,52.5,1.0,0.8,0.2,0.0,33.0,0.0,1.6863,-0.614,0.0921,-0.1791,-1.0542,87.11143,1172.80261
274,3200279.0,public,3.0,8.4658,618.0,0.0,,73.0,1.0,0.9589,0.0411,0.0,53.0,1.0,0.4698,0.21,0.1936,-0.4788,0.9042,24.00709,1548.2798
275,3200280.0,private,2.0,18.25,1095.0,0.3442,0.6757,60.0,1.0,0.6667,0.3333,,33.0,1.0,-0.4907,0.6676,1.0406,0.5642,0.1571,2.06673,413.18735
276,3200281.0,private,1.0,58.8667,1766.0,0.9677,0.0667,30.0,1.0,1.0,0.5,0.4167,43.0,1.0,-1.4212,-1.4551,-0.1522,-0.1662,-0.3006,3.84547,457.61129
277,3200282.0,public,3.0,7.5455,83.0,0.4286,0.0,11.0,1.0,0.8636,0.1364,0.0,23.0,1.0,-0.1413,-0.4314,-0.079,1.3735,-0.6263,18.14814,310.64191
278,3200283.0,private,,23.5,423.0,0.2286,1.0,18.0,1.0,0.9167,0.0833,0.0,53.0,1.0,-0.9432,-1.4551,-2.0719,-2.0409,0.9042,46.44246,2868.40245
279,3200284.0,public,3.0,7.5738,462.0,0.0962,1.0,61.0,1.0,0.5902,0.4098,0.2869,33.0,2.0,0.8006,-0.0097,1.8409,1.4533,-0.1661,25.40854,1421.0622
280,3200285.0,public,3.0,29.7455,818.0,1.0,0.4335,27.5,1.0,0.7455,0.2545,0.0545,53.0,2.0,0.4186,2.5845,0.8661,1.1913,0.3009,19.30474,2169.06949
281,3200286.0,public,3.0,6.5568,577.0,0.3488,1.0,88.0,1.0,0.9659,0.0341,0.0,38.0,1.0,1.7236,0.9285,1.0633,1.6929,-2.5273,5.70954,484.16467
282,3200287.0,public,3.0,6.8696,79.0,,,11.5,1.0,0.2609,0.7391,0.0,13.0,1.0,0.4186,-1.4551,2.0176,-0.3786,0.9042,36.86731,238.14611
283,3200288.0,private,2.0,14.4138,418.0,0.2143,1.0,29.0,1.0,0.9483,0.0517,0.0,53.0,2.0,-1.4212,-1.4551,-0.0155,0.6015,0.9042,47.87146,3175.86395
284,3200289.0,public,3.0,3.0833,111.0,0.0,,36.0,0.5,0.4722,0.0417,0.0,53.0,1.0,1.22,0.8371,1.8409,2.0528,-2.436,9.07407,145.00167
285,3200290.0,public,3.0,12.0755,640.0,0.4744,1.0,53.0,0.0,0.0,0.0,0.0,,3.0,-1.4212,-1.4551,-0.0384,-0.1662,0.9042,3.27415,303.22139
286,3200291.0,public,3.0,,,,,,,,,,,,,,,,,4.31453,387.93324
287,3200292.0,private,,17.4894,411.0,0.6667,1.0,23.5,0.1489,0.6596,0.3404,0.0,53.0,1.0,-1.4212,-1.4551,-0.1348,0.2266,0.9042,10.01384,657.14727
288,3200293.0,private,2.0,12.7273,700.0,0.0571,1.0,55.0,1.0,0.1818,0.3636,0.1818,33.0,1.0,-1.4212,0.0131,0.1795,1.3992,0.3009,26.1642,3390.16352
289,3200294.0,public,3.0,11.5075,771.0,0.6289,0.0,67.0,1.0,1.0,0.1418,0.2015,38.0,2.0,1.6863,-0.1953,2.163,1.6299,0.9042,14.11214,1842.48628
290,3200295.0,public,3.0,12.208,1526.0,1.0,0.0,125.0,1.0,0.92,0.08,0.004,53.0,3.0,0.8426,-0.3163,1.0148,0.6713,-1.0542,1.17627,274.89567
291,3200296.0,private,3.0,10.2,102.0,0.625,0.2,10.0,1.0,0.8,0.05,0.0,13.0,1.0,-0.0815,-1.4551,-0.6199,-0.1662,0.1571,13.40422,274.65451
292,3200297.0,private,2.0,,284.0,0.5424,1.0,,,,,,33.0,1.0,-1.4212,-0.7828,-0.0956,0.5642,0.9042,7.81913,466.76709
293,3200298.0,public,3.0,9.75,351.0,0.6667,1.0,36.0,1.0,1.0,0.0,0.0,38.0,1.0,1.6996,1.6509,0.5515,2.2008,-1.0542,86.59555,2774.34851
294,3200299.0,private,2.0,10.4776,351.0,0.25,1.0,33.5,,0.2985,0.8358,0.0,53.0,1.0,-1.4212,-1.4551,-2.0719,-1.2943,-0.1868,47.71119,2537.01447
295,3200300.0,public,3.0,7.95,795.0,0.578,0.0,100.0,1.0,0.8,0.15,0.01,33.0,2.0,0.7566,1.5598,0.3839,0.5642,0.9042,3.06098,419.49871
296,3200301.0,private,1.0,7.8514,2642.0,1.0982,1.0,336.5,1.0,0.6642,0.2481,0.0877,28.0,3.0,-1.4212,-1.4551,-2.0719,-2.0409,0.9042,1.0,460.95278
297,3200302.0,public,3.0,7.223,502.0,0.641,0.6,69.5,1.0,0.8777,0.1223,0.0,53.0,1.0,0.7566,0.5116,0.0921,1.6299,0.9042,50.62794,3093.35427
298,3200303.0,public,3.0,6.0308,1568.0,0.597,0.0,260.0,1.0,0.875,0.1577,0.025,38.0,2.0,0.4292,0.8371,-0.0871,0.5642,0.3009,1.10659,279.92058
299,3200304.0,public,3.0,11.4091,502.0,0.0,,44.0,1.0,0.1023,0.8068,0.0,48.0,1.0,-0.2376,1.2999,0.6058,0.9028,0.9042,3.30826,234.4786
300,3200305.0,public,3.0,,,,,,,,,,,,,,,,,12.17317,826.38922
301,3200306.0,public,3.0,7.6481,891.0,,1.0,116.5,1.0,0.0,0.0,0.0,28.0,0.0,,,-0.6199,-1.2943,0.8043,27.93659,2608.82149
302,3200307.0,private,3.0,6.0588,103.0,0.25,1.0,17.0,0.0588,0.5882,0.3529,0.0,18.0,3.0,0.4698,0.8307,-0.5078,-0.1662,0.1571,36.62204,526.73301
303,3200308.0,public,3.0,11.5048,604.0,0.0,,52.5,1.0,0.9524,0.9524,0.0,23.0,2.0,2.1432,0.3658,0.1795,-0.4289,-0.1764,26.28362,2229.3249
304,3200309.0,public,3.0,8.8594,567.0,0.9,0.0,64.0,1.0,0.9219,0.0469,0.0,33.0,1.0,1.9315,0.7558,-0.0221,-0.1791,0.9042,31.11122,1823.70013
305,3200310.0,public,3.0,8.0667,968.0,0.0613,1.0,120.0,1.0,0.5167,0.5167,0.0833,28.0,0.0,1.1897,1.0815,1.0941,1.1913,0.9042,4.38897,534.1752
306,3200311.0,public,3.0,4.5484,141.0,0.0,,31.0,1.0,0.6774,0.3226,0.0,23.0,2.0,1.4743,-0.3163,-0.6033,0.3466,-1.2021,18.43366,362.94118
307,3200312.0,public,3.0,8.7481,1181.0,0.9804,1.0,135.0,1.0,,,,53.0,2.0,0.0969,-0.0019,0.8153,0.2397,0.9042,3.30861,627.08214
308,3200313.0,private,,,,,,,,,,,,,,,,,,9.47411,359.53191
309,3200314.0,public,3.0,4.0721,226.0,0.0759,1.0,55.5,1.0,0.0,0.0,0.0,53.0,2.0,2.1432,1.3325,0.7009,0.1842,0.9042,87.11143,2724.79061
310,3200315.0,public,3.0,2.1167,127.0,0.0,,60.0,1.0,0.3,0.7,0.0167,18.0,1.0,1.2048,-0.2129,1.8411,0.2136,0.1571,81.70055,1479.86384
311,3200316.0,public,3.0,23.72,1186.0,0.0,,50.0,1.0,0.85,0.15,0.05,53.0,1.0,0.8675,-0.3122,-1.1232,1.1035,-0.1764,10.59736,2041.80925
312,3200317.0,public,3.0,7.6396,424.0,0.2381,1.0,55.5,1.0,0.6216,0.2703,0.1081,23.0,0.0,-0.2376,-0.5869,0.6058,-0.0452,-0.1764,8.16681,565.00399
313,3200318.0,public,3.0,9.0,54.0,,,6.0,1.0,1.0,1.0,0.0,13.0,1.0,1.1897,0.6676,0.0921,-2.0409,0.9042,298.50857,313.59077
314,3200319.0,private,1.0,4.3922,112.0,0.9091,1.0,25.5,1.0,0.7255,0.2745,0.1176,23.0,2.0,-1.4212,-1.4551,-0.7293,-0.1662,0.9042,13.40422,276.61911
315,3200320.0,public,3.0,4.2769,556.0,0.0,,130.0,1.0,0.8808,0.1,0.0,28.0,3.0,0.0259,1.4414,1.0633,1.8742,0.9042,20.56654,1780.39161
316,3200321.0,private,2.0,45.75,183.0,0.4688,1.0,4.0,,,0.25,0.0,23.0,0.0,-1.4212,-0.2129,1.0091,0.9429,-0.6263,88.90413,1574.91061
317,3200322.0,public,3.0,8.7,957.0,0.1786,0.0,110.0,1.0,0.6364,0.3636,0.0045,28.0,0.0,1.2478,1.0064,0.8153,1.6842,-1.0542,1.79431,299.18074
318,3200323.0,public,3.0,15.2308,990.0,0.1899,0.0,65.0,1.0,0.5077,0.3462,0.1462,33.0,1.0,0.4292,1.0744,0.4781,0.6015,-1.0542,3.93401,604.59092
319,3200324.0,private,2.0,9.5333,143.0,1.1111,0.0,15.0,,,,0.0,23.0,2.0,1.6863,-1.4551,0.6058,-2.0409,0.9042,9.47411,221.53099
